id,State Name,County Name,number_work_in_county,number_work_out_of_county
0500000US49023,Utah,Juab County,1756,2495
0500000US49025,Utah,Kane County,467,2696
0500000US49027,Utah,Millard County,309,4985
0500000US49029,Utah,Morgan County,2833,1398
0500000US49031,Utah,Piute County,207,440
0500000US49033,Utah,Rich County,158,570
0500000US49035,Utah,Salt Lake County,38317,490409
0500000US49037,Utah,San Juan County,705,4188
0500000US49039,Utah,Sanpete County,2100,7788
0500000US49041,Utah,Sevier County,691,7633
0500000US49043,Utah,Summit County,5793,14795
0500000US49045,Utah,Tooele County,11892,14021
0500000US49047,Utah,Uintah County,1601,13591
0500000US49049,Utah,Utah County,39538,196630
0500000US49051,Utah,Wasatch County,5980,6251
0500000US49053,Utah,Washington County,3601,53020
0500000US49055,Utah,Wayne County,121,1113
0500000US49057,Utah,Weber County,33475,75082
0500000US50001,Vermont,Addison County,5496,13537
0500000US50003,Vermont,Bennington County,2941,14512
0500000US50005,Vermont,Caledonia County,4150,10373
0500000US50007,Vermont,Chittenden County,7097,80001
0500000US50009,Vermont,Essex County,1723,870
0500000US50011,Vermont,Franklin County,8870,15807
0500000US50013,Vermont,Grand Isle County,2507,1136
0500000US50015,Vermont,Lamoille County,3483,9418
0500000US50017,Vermont,Orange County,8386,6476
0500000US50019,Vermont,Orleans County,1898,9976
0500000US50021,Vermont,Rutland County,3977,25530
0500000US50023,Vermont,Washington County,5943,25018
0500000US50025,Vermont,Windham County,4040,17694
0500000US50027,Vermont,Windsor County,10782,16794
0500000US51001,Virginia,Accomack County,3346,10922
0500000US51003,Virginia,Albemarle County,18498,29135
0500000US51005,Virginia,Alleghany County,2510,3910
0500000US51007,Virginia,Amelia County,3772,1831
0500000US51009,Virginia,Amherst County,8766,5656
0500000US51011,Virginia,Appomattox County,4001,2449
0500000US51013,Virginia,Arlington County,95415,46632
0500000US51015,Virginia,Augusta County,16550,17405
0500000US51017,Virginia,Bath County,712,1499
0500000US51019,Virginia,Bedford County,22627,12517
0500000US51021,Virginia,Bland County,1569,897
0500000US51023,Virginia,Botetourt County,10565,5296
0500000US51025,Virginia,Brunswick County,3724,2708
0500000US51027,Virginia,Buchanan County,1946,5036
0500000US51029,Virginia,Buckingham County,3546,2648
0500000US51031,Virginia,Campbell County,16188,9578
0500000US51033,Virginia,Caroline County,10246,3999
0500000US51035,Virginia,Carroll County,6869,5902
0500000US51036,Virginia,Charles City County,2572,704
0500000US51037,Virginia,Charlotte County,2989,2115
0500000US51041,Virginia,Chesterfield County,88832,74501
0500000US51043,Virginia,Clarke County,5104,1640
0500000US51045,Virginia,Craig County,1634,428
0500000US51047,Virginia,Culpeper County,11300,10279
0500000US51049,Virginia,Cumberland County,3431,996
0500000US51051,Virginia,Dickenson County,1993,2862
0500000US51053,Virginia,Dinwiddie County,8966,3561
0500000US51057,Virginia,Essex County,2380,2720
0500000US51059,Virginia,Fairfax County,278390,324434
0500000US51061,Virginia,Fauquier County,19908,13958
0500000US51063,Virginia,Floyd County,3844,3374
0500000US51065,Virginia,Fluvanna County,9024,2835
0500000US51067,Virginia,Franklin County,10799,13915
0500000US51069,Virginia,Frederick County,24357,16002
0500000US51071,Virginia,Giles County,3727,3709
0500000US51073,Virginia,Gloucester County,10428,7401
0500000US51075,Virginia,Goochland County,7375,2867
0500000US51077,Virginia,Grayson County,3674,2501
0500000US51079,Virginia,Greene County,6390,2449
0500000US51081,Virginia,Greensville County,1841,1427
0500000US51083,Virginia,Halifax County,3106,10661
0500000US51085,Virginia,Hanover County,31420,20488
0500000US51087,Virginia,Henrico County,75006,86406
0500000US51089,Virginia,Henry County,9860,11226
0500000US51091,Virginia,Highland County,228,712
0500000US51093,Virginia,Isle of Wight County,11686,5563
0500000US51095,Virginia,James City County,17165,14372
0500000US51097,Virginia,King and Queen County,2503,726
0500000US51099,Virginia,King George County,6638,5624
0500000US51101,Virginia,King William County,5723,2168
0500000US51103,Virginia,Lancaster County,1337,3266
0500000US51105,Virginia,Lee County,3208,4311
0500000US51107,Virginia,Loudoun County,94986,88958
0500000US51109,Virginia,Louisa County,10321,5494
0500000US51111,Virginia,Lunenburg County,2643,1774
0500000US51113,Virginia,Madison County,3680,2136
0500000US51115,Virginia,Mathews County,2391,1503
0500000US51117,Virginia,Mecklenburg County,3305,8848
0500000US51119,Virginia,Middlesex County,2170,2169
0500000US51121,Virginia,Montgomery County,7846,36632
0500000US51125,Virginia,Nelson County,3532,2941
0500000US51127,Virginia,New Kent County,7391,2433
0500000US51131,Virginia,Northampton County,1126,3678
0500000US51133,Virginia,Northumberland County,2600,2286
0500000US51135,Virginia,Nottoway County,2063,3543
0500000US51137,Virginia,Orange County,9428,5245
0500000US51139,Virginia,Page County,4475,5531
0500000US51141,Virginia,Patrick County,3047,3805
0500000US51143,Virginia,Pittsylvania County,16528,10661
0500000US51145,Virginia,Powhatan County,9074,3876
0500000US51147,Virginia,Prince Edward County,2233,6281
0500000US51149,Virginia,Prince George County,8908,6710
0500000US51153,Virginia,Prince William County,145173,80821
0500000US51155,Virginia,Pulaski County,6095,9195
0500000US51157,Virginia,Rappahannock County,1999,1459
0500000US51159,Virginia,Richmond County,1510,1603
0500000US51161,Virginia,Roanoke County,29484,15096
0500000US51163,Virginia,Rockbridge County,4791,4715
0500000US51165,Virginia,Rockingham County,17250,20171
0500000US51167,Virginia,Russell County,4547,5467
0500000US51169,Virginia,Scott County,5038,3154
0500000US51171,Virginia,Shenandoah County,8582,11213
0500000US51173,Virginia,Smyth County,3554,9457
0500000US51175,Virginia,Southampton County,5202,2615
0500000US51177,Virginia,Spotsylvania County,38433,23460
0500000US51179,Virginia,Stafford County,44780,23234
0500000US51181,Virginia,Surry County,2086,1043
0500000US51183,Virginia,Sussex County,1557,950
0500000US51185,Virginia,Tazewell County,4712,11633
0500000US51187,Virginia,Warren County,10450,7797
0500000US51191,Virginia,Washington County,9195,14831
0500000US51193,Virginia,Westmoreland County,4266,2977
0500000US51195,Virginia,Wise County,2899,10351
0500000US51197,Virginia,Wythe County,3625,8945
0500000US51199,Virginia,York County,23788,8592
0500000US51510,Virginia,Alexandria city,68892,25007
0500000US51520,Virginia,Bristol city,3925,3178
0500000US51530,Virginia,Buena Vista city,1705,1086
0500000US51540,Virginia,Charlottesville city,10400,12902
0500000US51550,Virginia,Chesapeake city,65017,45636
0500000US51570,Virginia,Colonial Heights city,5284,2416
0500000US51580,Virginia,Covington city,1564,667
0500000US51590,Virginia,Danville city,4161,12035
0500000US51595,Virginia,Emporia city,1140,923
0500000US51600,Virginia,Fairfax city,9576,2938
0500000US51610,Virginia,Falls Church city,6278,995
0500000US51620,Virginia,Franklin city,1929,1412
0500000US51630,Virginia,Fredericksburg city,8053,5229
0500000US51640,Virginia,Galax city,1933,860
0500000US51650,Virginia,Hampton city,32981,31046
0500000US51660,Virginia,Harrisonburg city,8685,14474
0500000US51670,Virginia,Hopewell city,6219,2752
0500000US51678,Virginia,Lexington city,766,1286
0500000US51680,Virginia,Lynchburg city,8887,24694
0500000US51683,Virginia,Manassas city,15708,5391
0500000US51685,Virginia,Manassas Park city,7285,642
0500000US51690,Virginia,Martinsville city,2951,2149
0500000US51700,Virginia,Newport News city,35706,52210
0500000US51710,Virginia,Norfolk city,41025,82277
0500000US51720,Virginia,Norton city,1450,307
0500000US51730,Virginia,Petersburg city,8298,4619
0500000US51735,Virginia,Poquoson city,4725,1211
0500000US51740,Virginia,Portsmouth city,24403,17971
0500000US51750,Virginia,Radford city,4050,2681
0500000US51760,Virginia,Richmond city,44555,57265
0500000US51770,Virginia,Roanoke city,17304,28280
0500000US51775,Virginia,Salem city,6277,6085
0500000US51790,Virginia,Staunton city,5852,5245
0500000US51800,Virginia,Suffolk city,25357,15057
0500000US51810,Virginia,Virginia Beach city,86090,147557
0500000US51820,Virginia,Waynesboro city,6076,3473
0500000US51830,Virginia,Williamsburg city,2717,3067
0500000US51840,Virginia,Winchester city,6183,6294
0500000US53001,Washington,Adams County,1721,5865
0500000US53003,Washington,Asotin County,5360,3846
0500000US53005,Washington,Benton County,16608,64097
0500000US53007,Washington,Chelan County,4605,27608
0500000US53009,Washington,Clallam County,1801,25556
0500000US53011,Washington,Clark County,67262,129897
0500000US53013,Washington,Columbia County,363,1178
0500000US53015,Washington,Cowlitz County,8261,31339
0500000US53017,Washington,Douglas County,10231,7574
0500000US53019,Washington,Ferry County,532,1809
0500000US53021,Washington,Franklin County,17143,18676
0500000US53023,Washington,Garfield County,252,566
0500000US53025,Washington,Grant County,2585,35142
0500000US53027,Washington,Grays Harbor County,4350,21346
0500000US53029,Washington,Island County,11342,23694
0500000US53031,Washington,Jefferson County,1783,9318
0500000US53033,Washington,King County,81655,977541
0500000US53035,Washington,Kitsap County,22252,95235
0500000US53037,Washington,Kittitas County,2949,16358
0500000US53039,Washington,Klickitat County,2263,5320
0500000US53041,Washington,Lewis County,6959,21481
0500000US53043,Washington,Lincoln County,1230,2768
0500000US53045,Washington,Mason County,9263,12626
0500000US53047,Washington,Okanogan County,1363,15111
0500000US53049,Washington,Pacific County,1486,5490
0500000US53051,Washington,Pend Oreille County,1525,2530
0500000US53053,Washington,Pierce County,109350,263500
0500000US53055,Washington,San Juan County,381,6962
0500000US53057,Washington,Skagit County,10286,40913
0500000US53059,Washington,Skamania County,2417,2113
0500000US53061,Washington,Snohomish County,130681,233454
0500000US53063,Washington,Spokane County,10132,198998
0500000US53065,Washington,Stevens County,5076,10517
0500000US53067,Washington,Thurston County,33492,87072
0500000US53069,Washington,Wahkiakum County,568,644
0500000US53071,Washington,Walla Walla County,2866,22801
0500000US53073,Washington,Whatcom County,8039,88867
0500000US53075,Washington,Whitman County,2195,18639
0500000US53077,Washington,Yakima County,5607,93481
0500000US54001,West Virginia,Barbour County,3296,2887
0500000US54003,West Virginia,Berkeley County,23580,25307
0500000US54005,West Virginia,Boone County,3043,4267
0500000US54007,West Virginia,Braxton County,1616,3587
0500000US54009,West Virginia,Brooke County,5549,4637
0500000US54011,West Virginia,Cabell County,9107,29966
0500000US54013,West Virginia,Calhoun County,1129,1290
0500000US54015,West Virginia,Clay County,1512,1294
0500000US54017,West Virginia,Doddridge County,1826,986
0500000US54019,West Virginia,Fayette County,6897,8642
0500000US54021,West Virginia,Gilmer County,856,1860
0500000US54023,West Virginia,Grant County,1761,3065
0500000US54025,West Virginia,Greenbrier County,2234,11721
0500000US54027,West Virginia,Hampshire County,4999,3742
0500000US54029,West Virginia,Hancock County,6596,6378
0500000US54031,West Virginia,Hardy County,2077,3989
0500000US54033,West Virginia,Harrison County,5228,23798
0500000US54035,West Virginia,Jackson County,4622,6150
0500000US54037,West Virginia,Jefferson County,14615,11227
0500000US54039,West Virginia,Kanawha County,8336,73747
0500000US54041,West Virginia,Lewis County,2006,4120
0500000US54043,West Virginia,Lincoln County,4690,2441
0500000US54045,West Virginia,Logan County,2296,8804
0500000US54047,West Virginia,McDowell County,1106,3444
0500000US54049,West Virginia,Marion County,9597,15428
0500000US54051,West Virginia,Marshall County,6438,6786
0500000US54053,West Virginia,Mason County,4363,4633
0500000US54055,West Virginia,Mercer County,5437,17692
0500000US54057,West Virginia,Mineral County,5334,5223
0500000US54059,West Virginia,Mingo County,3428,3768
0500000US54061,West Virginia,Monongalia County,5903,41541
0500000US54063,West Virginia,Monroe County,3170,1994
0500000US54065,West Virginia,Morgan County,3904,3079
0500000US54067,West Virginia,Nicholas County,2350,7256
0500000US54069,West Virginia,Ohio County,4886,14861
0500000US54071,West Virginia,Pendleton County,880,1988
0500000US54073,West Virginia,Pleasants County,1528,1348
0500000US54075,West Virginia,Pocahontas County,561,3082
0500000US54077,West Virginia,Preston County,6681,6859
0500000US54079,West Virginia,Putnam County,12945,12716
0500000US54081,West Virginia,Raleigh County,4752,23809
0500000US54083,West Virginia,Randolph County,1687,9984
0500000US54085,West Virginia,Ritchie County,1343,2291
0500000US54087,West Virginia,Roane County,2037,2715
0500000US54089,West Virginia,Summers County,2325,2384
0500000US54091,West Virginia,Taylor County,4351,2326
0500000US54093,West Virginia,Tucker County,902,2117
0500000US54095,West Virginia,Tyler County,1694,1548
0500000US54097,West Virginia,Upshur County,2415,7088
0500000US54099,West Virginia,Wayne County,8630,5664
0500000US54101,West Virginia,Webster County,1058,1776
0500000US54103,West Virginia,Wetzel County,1883,3559
0500000US54105,West Virginia,Wirt County,1498,738
0500000US54107,West Virginia,Wood County,7083,29060
0500000US54109,West Virginia,Wyoming County,2344,3963
0500000US55001,Wisconsin,Adams County,4219,3129
0500000US55003,Wisconsin,Ashland County,1437,5881
0500000US55005,Wisconsin,Barron County,3687,18005
0500000US55007,Wisconsin,Bayfield County,2903,3846
0500000US55009,Wisconsin,Brown County,12945,115752
0500000US55011,Wisconsin,Buffalo County,3769,3076
0500000US55013,Wisconsin,Burnett County,2276,4051
0500000US55015,Wisconsin,Calumet County,17891,8553
0500000US55017,Wisconsin,Chippewa County,12549,18128
0500000US55019,Wisconsin,Clark County,5326,10010
0500000US55021,Wisconsin,Columbia County,14829,14325
0500000US55023,Wisconsin,Crawford County,2336,5007
0500000US55025,Wisconsin,Dane County,15376,266484
0500000US55027,Wisconsin,Dodge County,18750,23948
0500000US55029,Wisconsin,Door County,1972,10998
0500000US55031,Wisconsin,Douglas County,8391,12629
0500000US55033,Wisconsin,Dunn County,7623,14363
0500000US55035,Wisconsin,Eau Claire County,10040,43234
0500000US55037,Wisconsin,Florence County,1162,730
0500000US55039,Wisconsin,Fond du Lac County,15246,36654
0500000US55041,Wisconsin,Forest County,843,2672
0500000US55043,Wisconsin,Grant County,8196,17405
0500000US55045,Wisconsin,Green County,7578,11936
0500000US55047,Wisconsin,Green Lake County,4083,4767
0500000US55049,Wisconsin,Iowa County,5164,7047
0500000US55051,Wisconsin,Iron County,1255,1280
0500000US55053,Wisconsin,Jackson County,2883,6233
0500000US55055,Wisconsin,Jefferson County,20226,23222
0500000US55057,Wisconsin,Juneau County,4165,7249
0500000US55059,Wisconsin,Kenosha County,35639,43075
0500000US55061,Wisconsin,Kewaunee County,4724,5564
0500000US55063,Wisconsin,La Crosse County,6148,55322
0500000US55065,Wisconsin,Lafayette County,4204,4375
0500000US55067,Wisconsin,Langlade County,1912,6742
0500000US55069,Wisconsin,Lincoln County,5070,8661
0500000US55071,Wisconsin,Manitowoc County,9146,31151
0500000US55073,Wisconsin,Marathon County,10462,58518
0500000US55075,Wisconsin,Marinette County,4622,13996
0500000US55077,Wisconsin,Marquette County,3632,3020
0500000US55078,Wisconsin,Menominee County,243,1138
0500000US55079,Wisconsin,Milwaukee County,86770,350819
0500000US55081,Wisconsin,Monroe County,4527,16407
0500000US55083,Wisconsin,Oconto County,10595,8094
0500000US55085,Wisconsin,Oneida County,3208,13061
0500000US55087,Wisconsin,Outagamie County,32331,62760
0500000US55089,Wisconsin,Ozaukee County,22247,22464
0500000US55091,Wisconsin,Pepin County,1719,1859
0500000US55093,Wisconsin,Pierce County,14118,7989
0500000US55095,Wisconsin,Polk County,8173,12529
0500000US55097,Wisconsin,Portage County,7082,28427
0500000US55099,Wisconsin,Price County,970,5556
0500000US55101,Wisconsin,Racine County,32543,57611
0500000US55103,Wisconsin,Richland County,2927,5247
0500000US55105,Wisconsin,Rock County,22609,51568
0500000US55107,Wisconsin,Rusk County,1360,4983
0500000US55109,Wisconsin,St. Croix County,23315,21903
0500000US55111,Wisconsin,Sauk County,7286,24800
0500000US55113,Wisconsin,Sawyer County,1075,5757
0500000US55115,Wisconsin,Shawano County,8380,11650
0500000US55117,Wisconsin,Sheboygan County,8885,49195
0500000US55119,Wisconsin,Taylor County,2456,7462
0500000US55121,Wisconsin,Trempealeau County,4787,10205
0500000US55123,Wisconsin,Vernon County,5348,7899
0500000US55125,Wisconsin,Vilas County,2314,6500
0500000US55127,Wisconsin,Walworth County,18983,31972
0500000US55129,Wisconsin,Washburn County,2287,4473
0500000US55131,Wisconsin,Washington County,36572,34829
0500000US55133,Wisconsin,Waukesha County,75613,130149
0500000US55135,Wisconsin,Waupaca County,9144,16016
0500000US55137,Wisconsin,Waushara County,5093,5150
0500000US55139,Wisconsin,Winnebago County,23221,61374
0500000US55141,Wisconsin,Wood County,7383,28424
0500000US56001,Wyoming,Albany County,1292,18925
0500000US56003,Wyoming,Big Horn County,951,4231
0500000US56005,Wyoming,Campbell County,722,25278
0500000US56007,Wyoming,Carbon County,913,6751
0500000US56009,Wyoming,Converse County,1474,5697
0500000US56011,Wyoming,Crook County,1366,2293
0500000US56013,Wyoming,Fremont County,1112,16698
0500000US56015,Wyoming,Goshen County,1073,4947
0500000US56017,Wyoming,Hot Springs County,277,1913
0500000US56019,Wyoming,Johnson County,1250,2901
0500000US56021,Wyoming,Laramie County,2187,45415
0500000US56023,Wyoming,Lincoln County,2417,6111
0500000US56025,Wyoming,Natrona County,1797,38821
0500000US56027,Wyoming,Niobrara County,113,1006
0500000US56029,Wyoming,Park County,1091,14024
0500000US56031,Wyoming,Platte County,480,3630
0500000US56033,Wyoming,Sheridan County,1066,13011
0500000US56035,Wyoming,Sublette County,413,4911
0500000US56037,Wyoming,Sweetwater County,839,21644
0500000US56039,Wyoming,Teton County,668,13175
0500000US56041,Wyoming,Uinta County,1651,8200
0500000US56043,Wyoming,Washakie County,376,3376
0500000US56045,Wyoming,Weston County,982,2279
0500000US72001,Puerto Rico,Adjuntas Municipio,1988,2085
0500000US72003,Puerto Rico,Aguada Municipio,6035,5264
0500000US72005,Puerto Rico,Aguadilla Municipio,3545,10603
0500000US72007,Puerto Rico,Aguas Buenas Municipio,4682,1653
0500000US72009,Puerto Rico,Aibonito Municipio,2139,3708
0500000US72011,Puerto Rico,Añasco Municipio,3825,4254
0500000US72013,Puerto Rico,Arecibo Municipio,8992,13440
0500000US72015,Puerto Rico,Arroyo Municipio,2403,1472
0500000US72017,Puerto Rico,Barceloneta Municipio,3231,2072
0500000US72019,Puerto Rico,Barranquitas Municipio,2654,3565
0500000US72021,Puerto Rico,Bayamón Municipio,39566,26571
0500000US72023,Puerto Rico,Cabo Rojo Municipio,6802,5510
0500000US72025,Puerto Rico,Caguas Municipio,22553,23106
0500000US72027,Puerto Rico,Camuy Municipio,5150,3606
0500000US72029,Puerto Rico,Canóvanas Municipio,10670,2819
0500000US72031,Puerto Rico,Carolina Municipio,37074,23502
0500000US72033,Puerto Rico,Cataño Municipio,5992,1698
0500000US72035,Puerto Rico,Cayey Municipio,6790,7176
0500000US72037,Puerto Rico,Ceiba Municipio,2803,886
0500000US72039,Puerto Rico,Ciales Municipio,1865,1597
0500000US72041,Puerto Rico,Cidra Municipio,8319,4621
0500000US72043,Puerto Rico,Coamo Municipio,6070,5025
0500000US72045,Puerto Rico,Comerío Municipio,2863,1520
0500000US72047,Puerto Rico,Corozal Municipio,4668,3108
0500000US72049,Puerto Rico,Culebra Municipio,0,661
0500000US72051,Puerto Rico,Dorado Municipio,7690,3986
0500000US72053,Puerto Rico,Fajardo Municipio,3428,6676
0500000US72054,Puerto Rico,Florida Municipio,1816,1301
0500000US72055,Puerto Rico,Guánica Municipio,1872,1851
0500000US72057,Puerto Rico,Guayama Municipio,3100,6469
0500000US72059,Puerto Rico,Guayanilla Municipio,3156,1328
0500000US72061,Puerto Rico,Guaynabo Municipio,24408,12612
0500000US72063,Puerto Rico,Gurabo Municipio,13139,3625
0500000US72065,Puerto Rico,Hatillo Municipio,7551,4787
0500000US72067,Puerto Rico,Hormigueros Municipio,3705,1043
0500000US72069,Puerto Rico,Humacao Municipio,5899,9594
0500000US72071,Puerto Rico,Isabela Municipio,4889,5341
0500000US72073,Puerto Rico,Jayuya Municipio,412,2811
0500000US72075,Puerto Rico,Juana Díaz Municipio,9025,5487
0500000US72077,Puerto Rico,Juncos Municipio,7834,3203
0500000US72079,Puerto Rico,Lajas Municipio,2794,2113
0500000US72081,Puerto Rico,Lares Municipio,2874,3301
0500000US72083,Puerto Rico,Las Marías Municipio,1166,1294
0500000US72085,Puerto Rico,Las Piedras Municipio,6854,2951
0500000US72087,Puerto Rico,Loíza Municipio,6481,1460
0500000US72089,Puerto Rico,Luquillo Municipio,4023,1283
0500000US72091,Puerto Rico,Manatí Municipio,5351,5748
0500000US72093,Puerto Rico,Maricao Municipio,555,945
0500000US72095,Puerto Rico,Maunabo Municipio,1301,998
0500000US72097,Puerto Rico,Mayagüez Municipio,4574,15919
0500000US72099,Puerto Rico,Moca Municipio,5278,3498
0500000US72101,Puerto Rico,Morovis Municipio,5271,2316
0500000US72103,Puerto Rico,Naguabo Municipio,5044,2184
0500000US72105,Puerto Rico,Naranjito Municipio,4733,2415
0500000US72107,Puerto Rico,Orocovis Municipio,1690,2679
0500000US72109,Puerto Rico,Patillas Municipio,2146,1581
0500000US72111,Puerto Rico,Peñuelas Municipio,3175,2152
0500000US72113,Puerto Rico,Ponce Municipio,6522,34275
0500000US72115,Puerto Rico,Quebradillas Municipio,3486,2750
0500000US72117,Puerto Rico,Rincón Municipio,2083,2251
0500000US72119,Puerto Rico,Río Grande Municipio,11105,4838
0500000US72121,Puerto Rico,Sabana Grande Municipio,3001,2263
0500000US72123,Puerto Rico,Salinas Municipio,3756,3701
0500000US72125,Puerto Rico,San Germán Municipio,4191,4549
0500000US72127,Puerto Rico,San Juan Municipio,33227,97738
0500000US72129,Puerto Rico,San Lorenzo Municipio,7069,3802
0500000US72131,Puerto Rico,San Sebastián Municipio,3752,4543
0500000US72133,Puerto Rico,Santa Isabel Municipio,3825,2868
0500000US72135,Puerto Rico,Toa Alta Municipio,22086,4003
0500000US72137,Puerto Rico,Toa Baja Municipio,21949,6681
0500000US72139,Puerto Rico,Trujillo Alto Municipio,21506,5476
0500000US72141,Puerto Rico,Utuado Municipio,2546,3955
0500000US72143,Puerto Rico,Vega Alta Municipio,6861,2728
0500000US72145,Puerto Rico,Vega Baja Municipio,8478,4999
0500000US72147,Puerto Rico,Vieques Municipio,0,2808
0500000US72149,Puerto Rico,Villalba Municipio,3340,3142
0500000US72151,Puerto Rico,Yabucoa Municipio,4855,2675
0500000US72153,Puerto Rico,Yauco Municipio,3816,4894
